Year,Sex,Type,Cancer_Type,Age_0_to_4,Age_5_to_9,Age_10_to_14,Age_15_to_19,Age_20_to_24,Age_25_to_29,Age_30_to_34,Age_35_to_39,Age_40_to_44,Age_45_to_49,Age_50_to_54,Age_55_to_59,Age_60_to_64,Age_65_to_69,Age_70_to_74,Age_75_to_79,Age_80_to_84,Age_85+,Age_Unknown,Age_Std_Rate_Aust,Age_Std_Rate_Segi,Age_Std_Rate_WHO
2011,Male,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1968,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1969,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1970,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1971,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1972,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1973,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1974,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1975,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1976,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1977,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1978,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1979,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1980,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1981,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1982,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1983,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1984,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1985,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1986,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1987,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1988,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1989,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1990,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1991,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1992,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1993,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1994,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1995,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1996,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1997,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1998,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1999,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2000,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2001,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.000000,0.305051,0.304956,0.629341,1.000700,0.680133,1.072163,1.350908,0.588809,1.553145,2.436256,1.233700,7.545483,7.517395,8.964683,14.468459,25.813538,0.000000,2.069078,1.299049,1.495889
2002,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.153694,0.150984,0.151075,0.618341,0.733444,0.798110,0.542191,1.323699,1.885082,2.174886,2.443517,5.525844,5.680914,5.459095,10.614584,16.234929,23.413222,0.000000,2.226949,1.435157,1.627148
2003,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.000000,0.299586,0.000000,0.904620,0.297167,1.182303,0.820866,1.436553,1.564907,1.538161,2.473149,3.277062,3.047505,8.896388,12.212787,15.545558,25.998877,0.000000,2.190767,1.329503,1.555820
2004,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.155032,0.000000,0.000000,0.295318,0.897359,0.657620,1.094604,1.167680,0.557622,2.888486,1.697427,1.573635,3.767999,6.811356,10.118010,19.341425,25.447235,0.000000,2.009489,1.169226,1.390496
2005,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.155376,0.000000,0.148456,0.575710,1.488392,0.661827,1.624898,1.689633,1.366856,1.500312,1.145954,4.079197,4.189315,7.762360,14.159674,17.552422,24.309607,0.000000,2.311665,1.430475,1.659492
2006,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.000000,0.148554,0.442435,0.421338,0.437715,0.945657,1.185965,1.440773,1.474254,1.918329,2.384366,4.713810,4.346870,7.412235,9.437587,16.031726,29.244381,0.000000,2.249934,1.403963,1.612778
2007,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.000000,0.000000,0.289381,0.000000,0.423435,0.957826,1.149098,2.244527,1.180867,1.880896,2.704745,3.609169,3.717288,8.435361,11.809523,15.789517,30.944287,0.000000,2.299848,1.370450,1.604820
2008,Female,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.000000,0.000000,0.000000,0.134513,0.405208,0.684615,0.874117,0.794943,0.644480,1.419527,1.726029,2.331052,7.687632,7.936181,10.833026,16.354099,30.610423,0.000000,2.063808,1.188832,1.399434
2009,Female,Incidence,"Non-melanoma skin cancer, rare types",0.144151,0.000000,0.296450,0.140648,0.260500,0.644334,0.677444,0.866327,0.787802,0.892863,1.248327,3.086772,2.076046,4.592591,7.985034,10.919002,19.468956,31.557141,0.000000,2.154703,1.253218,1.480653
2010,Female,Incidence,"Non-melanoma skin cancer, rare types",0.015993,0.000000,0.064273,0.079873,0.620957,0.714908,0.602576,0.996483,0.807783,1.297204,2.030972,1.093871,2.455539,5.612848,7.400438,11.878033,20.763690,27.929500,0.000000,2.168986,1.266170,1.495007
2011,Female,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1968,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1969,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1970,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1971,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1972,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1973,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1974,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1975,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1976,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1977,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1978,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1979,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1980,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1981,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1982,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1983,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1984,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1985,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1986,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1987,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1988,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1989,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1990,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1991,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1992,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1993,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1994,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1995,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1996,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1997,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1998,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1999,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2000,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2001,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.074487,0.148807,0.447766,0.387558,1.004443,0.686059,0.944012,1.496431,1.703395,2.399409,2.894272,3.306927,9.440948,11.513052,18.416278,21.658293,37.199839,0.000000,3.034044,1.822255,2.118099
2002,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.149540,0.220891,0.369847,0.456037,0.806568,1.006245,1.091335,1.399473,2.115701,2.639145,3.710906,5.957459,6.921832,11.724685,17.769965,28.392876,33.388124,0.000000,3.220351,1.953339,2.273713
2003,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.075206,0.218842,0.294038,0.444440,0.667008,0.662712,1.170951,1.577934,2.077846,2.697749,3.321150,4.993746,6.463888,11.836610,16.529888,24.540216,30.773305,0.000000,2.986019,1.811961,2.105810
2004,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.000000,0.075499,0.000000,0.073105,0.362128,0.818624,0.927705,1.171292,1.306991,1.263764,2.442718,3.707030,4.020909,7.233777,11.599246,15.940154,27.393147,39.472122,0.000000,3.035893,1.762754,2.083747
2005,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.078275,0.075698,0.072212,0.072488,0.282756,1.109014,0.533149,1.225826,1.309204,1.860668,1.886143,2.609167,4.811363,6.756175,10.337487,23.904573,26.538195,37.062652,0.000000,3.124576,1.794672,2.129061
2006,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.077248,0.000000,0.289113,0.359020,0.414240,0.361902,0.746196,0.994149,1.318875,1.285754,2.225792,2.623228,6.027574,7.502060,12.978024,15.365451,28.896118,39.850388,0.000000,3.105554,1.829722,2.136216
2007,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.074823,0.000000,0.072316,0.140774,0.269698,0.559043,1.029453,1.028486,1.661978,2.119416,2.840375,4.385290,5.591521,5.870318,12.026608,18.257837,27.015253,42.119501,0.000000,3.290222,1.930801,2.268332
2008,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.072302,0.000000,0.144601,0.069079,0.131031,0.399998,1.097135,0.880751,0.800315,1.560648,1.573885,3.626059,3.668526,8.220900,13.832373,15.175561,22.584526,42.546432,0.000000,2.942589,1.701883,1.999290
2009,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.070142,0.148577,0.216410,0.068379,0.252944,0.507193,0.812801,0.747999,0.793618,1.415310,1.678225,2.796829,4.405971,7.506961,14.405452,20.023502,31.230086,43.198521,0.000000,3.205792,1.793620,2.139566
2010,Persons,Incidence,"Non-melanoma skin cancer, rare types",0.024135,0.016253,0.063038,0.300076,0.394655,0.627960,0.657174,1.350538,0.891685,1.696687,2.129488,2.169632,4.732404,8.308393,11.908656,20.099203,31.441268,38.420000,0.000000,3.176844,1.815055,2.155692
2011,Persons,Incidence,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1968,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1969,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1970,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1971,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1972,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1973,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1974,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1975,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1976,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1977,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1978,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1979,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1980,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1981,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1982,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1983,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1984,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1985,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1986,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1987,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1988,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1989,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1990,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1991,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1992,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1993,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1994,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1995,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1996,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1997,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1998,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1999,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2000,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2001,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2002,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2003,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2004,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2005,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2006,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2007,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2008,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2009,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2010,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2011,Male,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1968,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1969,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1970,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1971,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1972,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1973,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1974,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1975,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1976,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1977,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1978,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1979,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1980,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1981,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1982,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1983,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1984,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1985,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1986,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1987,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1988,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1989,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1990,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1991,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1992,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1993,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1994,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1995,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1996,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1997,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1998,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1999,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2000,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2001,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2002,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2003,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2004,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2005,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2006,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2007,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2008,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2009,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2010,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
2011,Female,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1968,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1969,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1970,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1971,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1972,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1973,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1974,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1975,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1976,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1977,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1978,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1979,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1980,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1981,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1982,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1983,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
1984,Persons,Mortality,"Non-melanoma skin cancer, rare types",,,,,,,,,,,,,,,,,,,,,,
